"Date","Price","Return"
2016-03-10,22415,0.004829847
2016-03-11,22415,0
2016-03-14,22468,0.002361697
2016-03-15,22630,0.007184385
2016-03-16,23277,0.028189289
2016-03-17,23007,-0.011667231
2016-03-18,22899,-0.004705276
2016-03-21,23115,0.009388516
2016-03-22,23330,0.009258329
2016-03-23,23115,-0.009258329
2016-03-24,22684,-0.018821927
2016-03-25,23061,0.016483049
2016-03-28,23061,0
2016-03-29,22630,-0.018866419
2016-03-30,22684,0.002383371
2016-03-31,22091,-0.026489544
2016-04-01,22037,-0.002447427
2016-04-04,22037,0
2016-04-05,22091,0.002447427
2016-04-06,22630,0.024106174
2016-04-07,22468,-0.007184385
2016-04-08,22307,-0.007191544
2016-04-11,22415,0.004829847
2016-04-12,22684,0.011929453
2016-04-13,22576,-0.004772435
2016-04-14,22792,0.009522202
2016-04-15,22899,0.004683644
2016-04-19,22846,-0.002317194
2016-04-20,23061,0.009366832
2016-04-21,23115,0.002338878
2016-04-22,24624,0.06323982
2016-04-25,24731,0.00433594
2016-04-26,25432,0.027950706
2016-04-27,24785,-0.025769592
2016-04-28,24893,0.004348008
2016-04-29,24785,-0.004348008
2016-05-04,24839,0.002176367
2016-05-05,25378,0.021467658
2016-05-06,26186,0.03134226
2016-05-09,25863,-0.012411541
2016-05-10,26186,0.012411541
2016-05-11,26402,0.008214848
2016-05-12,25863,-0.020626389
2016-05-13,25647,-0.00838677
2016-05-16,26025,0.014631009
2016-05-17,26025,0
2016-05-18,26402,0.01438215
2016-05-19,25917,-0.018540641
2016-05-20,25540,-0.014653273
2016-05-23,24839,-0.027830852
2016-05-24,24731,-0.004357481
2016-05-25,24785,0.002181114
2016-05-26,24408,-0.015327684
2016-05-27,24408,0
2016-05-30,25216,0.032567766
2016-05-31,25162,-0.002143794
2016-06-01,25270,0.004283001
2016-06-02,25378,0.004264736
2016-06-03,25486,0.004246625
2016-06-06,25755,0.010499501
2016-06-07,25917,0.006270341
2016-06-08,25809,-0.004175856
2016-06-09,25917,0.004175856
2016-06-10,26132,0.008261493
2016-06-13,26078,-0.00206857
2016-06-14,26025,-0.002034433
2016-06-15,25755,-0.010428831
2016-06-16,25701,-0.002098881
2016-06-17,25378,-0.012647245
2016-06-20,25270,-0.004264736
2016-06-21,25324,0.002134641
2016-06-22,25216,-0.004273849
2016-06-23,25863,0.025334662
2016-06-24,25216,-0.025334662
2016-06-27,24893,-0.012892074
2016-06-28,25001,0.004329185
2016-06-29,25486,0.019213458
2016-06-30,25486,0
2016-07-01,25593,0.004189595
2016-07-04,26509,0.035165421
